Id,Churn,Genero,Tiene +60,Posee_pareja,Posee_dependientes,Tiempo_contrato,Servicio_telefono,Multiples_lineas,Tipo_internet,Seguridad_online,Backup_online,Proteccion_dispositivo,Soporte_tecnico,Streaming_tv,Streaming_peliculas,Tipo_contrato,Factura_digital,Metodo_pago,Valor_mensual,Total_cobrado,Cuentas_Diarias
0270-THENM,No,Masculino,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,No,Transferencia bancaria,69.85,5102.35,2.33
0274-JKUJR,No,Masculino,0,Si,Si,7,No,No,DSL,Si,Si,Si,No,Si,Si,Mes a mes,No,Cheque por correo,58.85,465.7,1.96
0277-BKSQP,No,Masculino,0,Si,Si,8,Si,No,DSL,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,54.4,475.1,1.81
0277-ORXQS,No,Masculino,0,Si,Si,66,No,No,DSL,No,No,No,Si,Si,Si,Dos años,No,Transferencia bancaria,50.55,3364.55,1.68
0278-YXOOG,Si,Masculino,0,No,No,5,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,21.05,113.85,0.7
0280-XJGEX,Si,Masculino,0,No,No,49,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Transferencia bancaria,103.7,5036.3,3.46
0281-CNTZX,No,Masculino,0,Si,No,63,Si,No,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,19.95,1234.8,0.66
0282-NVSJS,No,Femenino,1,Si,Si,12,No,No,DSL,No,No,No,Si,No,No,Mes a mes,Si,Cheque por correo,29.3,355.9,0.98
0285-INHLN,No,Masculino,0,Si,Si,27,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,54.75,1510.3,1.82
0289-IVARM,No,Femenino,0,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Mes a mes,No,Cheque electrónico,60.55,1982.6,2.02
0292-WEGCH,No,Femenino,0,Si,Si,54,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,86.2,4524.05,2.87
0295-PPHDO,Si,Masculino,0,No,No,1,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,95.45,95.45,3.18
0295-QVKPB,No,Masculino,0,No,No,5,Si,No,DSL,No,No,Si,Si,Si,No,Mes a mes,Si,Tarjeta de crédito,63.95,318.1,2.13
0297-RBCSG,No,Masculino,0,No,No,19,Si,No,DSL,No,Si,No,Si,No,Si,Un año,Si,Transferencia bancaria,65.35,1231.85,2.18
0298-XACET,No,Masculino,0,Si,Si,52,No,No,DSL,No,Si,Si,Si,Si,No,Dos años,No,Cheque por correo,50.2,2554.0,1.67
0301-FIDRB,No,Femenino,0,Si,Si,72,No,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,63.8,4684.3,2.13
0301-KOBTQ,No,Masculino,0,No,No,32,Si,No,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,20.05,614.45,0.67
0302-JOIVN,Si,Femenino,0,Si,No,8,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,No,Cheque electrónico,101.15,842.9,3.37
0303-UNCIP,No,Masculino,0,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,Un año,No,Cheque por correo,65.0,2531.8,2.17
0303-WMMRN,No,Masculino,0,No,No,5,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,19.25,86.05,0.64
0305-SQECB,No,Femenino,0,No,Si,11,No,No,DSL,Si,No,No,Si,No,No,Un año,Si,Cheque por correo,36.05,402.6,1.2
0306-JAELE,Si,Masculino,0,No,No,5,Si,No,Fibra optica,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,96.1,453.4,3.2
0307-BCOPK,No,Femenino,0,No,No,16,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,19.05,326.65,0.64
0308-GIQJT,No,Masculino,1,No,No,71,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Un año,No,Transferencia bancaria,105.75,7382.85,3.52
0308-IVGOK,No,Femenino,0,No,No,11,No,No,DSL,No,Si,Si,Si,No,No,Un año,Si,Tarjeta de crédito,40.4,422.6,1.35
0310-MVLET,Si,Femenino,0,Si,Si,61,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,99.15,6010.05,3.3
0310-SUCIN,No,Femenino,0,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,84.8,6046.1,2.83
0310-VQXAM,No,Masculino,0,No,No,9,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.85,178.8,0.66
0311-QYWSS,No,Femenino,0,No,No,6,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,49.45,314.6,1.65
0311-UNPFF,Si,Femenino,0,No,No,26,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria,88.8,2274.35,2.96
0314-TKOSI,No,Femenino,0,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,No,Cheque por correo,55.15,322.9,1.84
0315-LVCRK,No,Masculino,0,No,No,11,Si,No,Fibra optica,No,No,Si,No,No,Si,Mes a mes,No,Cheque electrónico,84.8,888.75,2.83
0318-QUUOB,Si,Masculino,0,Si,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,80.55,80.55,2.68
0318-ZOPWS,No,Femenino,0,Si,No,49,Si,No,No,No,No,No,No,No,No,Dos años,Si,Transferencia bancaria,20.15,973.35,0.67
0319-QZTCO,No,Femenino,0,Si,Si,3,Si,No,DSL,No,Si,No,No,Si,No,Mes a mes,Si,Tarjeta de crédito,58.7,168.6,1.96
0320-DWVTU,No,Femenino,0,No,No,53,Si,No,Fibra optica,Si,Si,Si,Si,No,Si,Dos años,No,Cheque por correo,99.5,5424.25,3.32
0320-JDNQG,Si,Masculino,0,Si,Si,23,Si,No,Fibra optica,Si,No,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,99.85,2331.3,3.33
0322-CHQRU,Si,Masculino,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,45.35,89.5,1.51
0322-YINQP,Si,Masculino,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,Si,Cheque por correo,48.55,48.55,1.62
0323-XWWTN,No,Masculino,0,No,Si,3,Si,Si,No,No,No,No,No,No,No,Dos años,Si,Cheque por correo,26.4,121.25,0.88
0324-BRPCJ,Si,Femenino,1,Si,No,68,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,100.2,6851.65,3.34
0325-XBFAC,Si,Masculino,0,No,No,8,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,94.7,740.3,3.16
0326-VDYXE,No,Femenino,0,Si,No,70,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Un año,Si,Cheque electrónico,97.65,6982.5,3.26
0327-WFZSY,No,Masculino,0,Si,Si,39,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Un año,No,Cheque electrónico,100.0,3835.55,3.33
0328-GRPMV,Si,Femenino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,70.1,70.1,2.34
0329-GTIAJ,Si,Femenino,0,No,No,3,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Mes a mes,Si,Cheque electrónico,97.9,315.3,3.26
0330-BGYZE,No,Masculino,0,Si,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Un año,No,Transferencia bancaria,102.5,6157.6,3.42
0330-IVZHA,Si,Femenino,0,Si,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,69.95,330.15,2.33
0334-GDDSO,Si,Masculino,1,No,No,3,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,81.35,233.7,2.71
0334-ZFJSR,No,Femenino,0,Si,No,55,Si,Si,DSL,Si,Si,No,Si,No,No,Un año,Si,Tarjeta de crédito,66.05,3462.1,2.2
0336-KXKFK,No,Masculino,0,No,No,72,No,No,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,61.2,4390.25,2.04
0336-PIKEI,No,Masculino,1,Si,No,72,Si,No,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Transferencia bancaria,74.4,5360.75,2.48
0337-CNPZE,Si,Femenino,0,No,No,41,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,106.3,4443.45,3.54
0343-QLUZP,No,Masculino,0,No,No,60,No,No,DSL,Si,Si,Si,No,No,No,Dos años,No,Transferencia bancaria,39.6,2424.5,1.32
0345-HKJVM,Si,Femenino,0,No,No,6,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,No,Cheque electrónico,89.3,577.6,2.98
0345-XMMUG,No,Femenino,0,Si,No,46,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,108.9,4854.3,3.63
0347-UBKUZ,No,Femenino,0,No,No,15,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.9,320.45,0.66
0348-SDKOL,Si,Femenino,0,Si,No,58,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito,102.1,5885.4,3.4
0354-VXMJC,No,Masculino,0,Si,Si,23,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.6,426.65,0.65
0354-WYROK,Si,Femenino,1,Si,Si,31,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Cheque electrónico,98.9,2911.3,3.3
0356-ERHVT,No,Masculino,0,Si,No,11,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,45.9,521.9,1.53
0356-OBMAC,No,Femenino,1,No,No,56,Si,Si,Fibra optica,No,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria,99.9,5706.3,3.33
0357-NVCRI,No,Femenino,0,No,Si,25,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito,20.05,471.7,0.67
0361-HJRDX,No,Femenino,0,No,No,68,No,No,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,64.35,4539.6,2.14
0362-RAOQO,No,Femenino,0,No,No,40,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.65,830.25,0.65
0362-ZBZWJ,Si,Masculino,0,No,No,36,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,84.9,3067.2,2.83
0363-QJVFX,Si,Masculino,0,No,No,32,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito,108.15,3432.9,3.6
0363-SVHYR,No,Masculino,0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,86.85,6263.8,2.9
0365-BZUWY,No,Masculino,0,Si,No,17,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,102.55,1742.5,3.42
0365-GXEZS,No,Masculino,0,Si,No,18,Si,No,Fibra optica,No,No,Si,Si,No,No,Mes a mes,No,Cheque electrónico,78.2,1468.75,2.61
0365-TRTPY,No,Femenino,0,No,No,37,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Mes a mes,No,Transferencia bancaria,91.2,3382.3,3.04
0366-NQSHS,No,Masculino,0,No,No,2,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.35,46.35,0.64
0369-ZGOVK,No,Femenino,0,Si,Si,28,Si,No,Fibra optica,No,No,No,No,No,No,Un año,Si,Transferencia bancaria,70.4,1992.2,2.35
0373-AIVNJ,No,Masculino,0,No,No,9,No,No,DSL,Si,Si,Si,No,No,No,Un año,No,Cheque por correo,39.55,373.0,1.32
0374-AACSZ,No,Femenino,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mes a mes,No,Cheque electrónico,50.15,50.15,1.67
0374-FIUCA,No,Masculino,0,Si,No,65,Si,No,No,No,No,No,No,No,No,Dos años,Si,Tarjeta de crédito,20.4,1414.45,0.68
0374-IOEGQ,No,Femenino,0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque electrónico,44.6,122.7,1.49
0375-HVGXO,Si,Femenino,0,No,No,1,No,No,DSL,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,34.7,34.7,1.16
0376-OIWME,No,Masculino,0,Si,No,36,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,93.6,3366.05,3.12
0376-YMCJC,Si,Masculino,0,No,No,23,Si,Si,Fibra optica,No,No,No,Si,Si,No,Mes a mes,Si,Cheque electrónico,90.6,1943.2,3.02
0377-JBKKT,No,Masculino,0,Si,Si,22,Si,No,DSL,Si,Si,No,Si,No,No,Mes a mes,Si,Cheque por correo,57.95,1271.8,1.93
0378-CJKPV,No,Femenino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,112.1,7965.95,3.74
0378-NHQXU,Si,Femenino,0,Si,Si,17,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mes a mes,No,Cheque electrónico,88.25,1460.65,2.94
0378-TOVMS,Si,Femenino,0,No,No,3,Si,No,Fibra optica,No,No,No,Si,No,Si,Mes a mes,No,Cheque electrónico,85.8,272.2,2.86
0378-XSZPU,Si,Masculino,0,Si,No,58,Si,No,DSL,Si,Si,Si,No,No,No,Un año,No,Tarjeta de crédito,60.3,3563.8,2.01
0379-DJQHR,No,Masculino,0,Si,Si,67,Si,No,DSL,Si,Si,Si,No,Si,Si,Dos años,No,Tarjeta de crédito,81.35,5398.6,2.71
0380-NEAVX,No,Masculino,1,No,No,34,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Un año,Si,Cheque electrónico,99.85,3343.15,3.33
0380-ZCSBI,No,Masculino,0,No,No,10,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Tarjeta de crédito,20.0,198.7,0.67
0383-CLDDA,No,Femenino,0,No,No,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de crédito,85.35,5897.4,2.84
0384-LPITE,No,Masculino,0,No,No,40,No,No,DSL,Si,Si,Si,No,Si,Si,Un año,No,Tarjeta de crédito,62.05,2511.55,2.07
0384-RVBPI,No,Masculino,0,No,No,20,Si,No,DSL,Si,No,Si,No,No,Si,Mes a mes,No,Tarjeta de crédito,64.4,1398.6,2.15
0386-CWRGM,No,Femenino,0,Si,Si,46,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,19.4,967.85,0.65
0388-EOPEX,Si,Femenino,0,Si,No,2,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,74.4,139.4,2.48
0390-DCFDQ,Si,Femenino,1,Si,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,70.45,70.45,2.35
0392-BZIUW,No,Femenino,0,Si,No,72,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito,105.0,7589.8,3.5
0394-YONDK,No,Masculino,0,Si,Si,70,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,25.15,1790.15,0.84
0396-HUJBP,No,Femenino,0,No,No,2,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,19.3,44.4,0.64
0396-UKGAI,No,Masculino,0,No,Si,23,Si,No,DSL,No,Si,No,Si,No,No,Mes a mes,Si,Transferencia bancaria,55.3,1284.2,1.84
0396-YCHWO,No,Masculino,0,Si,No,36,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electrónico,95.4,3474.2,3.18
0397-GZBBC,Si,Masculino,1,Si,No,59,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria,93.85,5574.75,3.13
0397-ZXWQF,No,Masculino,0,No,No,67,Si,No,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,20.5,1430.95,0.68
0401-WDBXM,No,Masculino,0,Si,Si,72,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Dos años,Si,Transferencia bancaria,105.55,7542.25,3.52
0402-CQAJN,Si,Femenino,0,No,No,37,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Transferencia bancaria,101.9,3545.35,3.4
0402-OAMEN,No,Femenino,0,Si,Si,72,Si,Si,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,24.45,1709.1,0.82
0404-AHASP,No,Masculino,0,Si,No,72,Si,No,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,19.7,1421.9,0.66
0404-SWRVG,Si,Masculino,0,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,74.4,229.55,2.48
0406-BPDVR,Si,Femenino,1,Si,No,54,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Un año,Si,Tarjeta de crédito,101.5,5373.1,3.38
0407-BDJKB,Si,Masculino,0,Si,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mes a mes,Si,Cheque electrónico,95.75,5742.9,3.19
0409-WTMPL,No,Femenino,0,Si,No,58,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Un año,Si,Tarjeta de crédito,110.65,6526.65,3.69
0410-IPFTY,No,Femenino,0,Si,No,31,Si,No,Fibra optica,No,Si,No,No,No,Si,Mes a mes,Si,Transferencia bancaria,83.85,2674.15,2.8
0411-EZJZE,No,Femenino,0,No,No,3,Si,Si,DSL,No,No,No,No,Si,No,Mes a mes,Si,Cheque electrónico,60.25,170.5,2.01
0412-UCCNP,No,Masculino,0,No,No,55,Si,No,DSL,Si,No,Si,Si,No,No,Dos años,Si,Cheque electrónico,59.2,3175.85,1.97
0415-MOSGF,Si,Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,44.4,44.4,1.48
0419-YAAPX,No,Masculino,0,Si,No,49,Si,No,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Tarjeta de crédito,85.3,4297.95,2.84
0420-BWTPW,Si,Masculino,0,No,Si,8,No,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,25.5,215.2,0.85
0420-HLGXF,No,Femenino,1,No,No,39,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,99.75,4036.0,3.32
0420-TXVSG,No,Masculino,0,Si,No,66,Si,Si,DSL,Si,Si,Si,No,No,No,Dos años,Si,Tarjeta de crédito,66.1,4428.45,2.2
0422-OHQHQ,No,Femenino,0,Si,Si,15,Si,No,No,No,No,No,No,No,No,Un año,No,Cheque por correo,20.55,295.95,0.68
0422-UXFAP,No,Femenino,0,Si,No,51,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Un año,Si,Cheque electrónico,98.85,4947.55,3.3
0423-UDIJQ,No,Masculino,1,No,No,9,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,No,Cheque por correo,49.2,447.9,1.64
0426-TIRNE,Si,Femenino,0,No,No,1,Si,No,No,No,No,No,No,No,No,Mes a mes,No,Cheque por correo,20.9,20.9,0.7
0428-AXXLJ,No,Masculino,0,No,No,25,Si,No,No,No,No,No,No,No,No,Un año,Si,Transferencia bancaria,19.5,516.3,0.65
0428-IKYCP,No,Masculino,0,Si,No,22,Si,No,Fibra optica,No,No,Si,No,Si,No,Mes a mes,Si,Transferencia bancaria,87.0,1850.65,2.9
0430-IHCDJ,No,Masculino,0,No,No,15,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,49.0,749.25,1.63
0431-APWVY,Si,Femenino,0,Si,Si,28,Si,No,Fibra optica,No,No,No,No,Si,Si,Un año,Si,Transferencia bancaria,90.1,2598.95,3.0
0432-CAJZV,No,Masculino,0,No,No,3,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,No,Cheque por correo,90.7,237.65,3.02
0434-CSFON,No,Femenino,0,Si,No,47,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,100.5,4707.1,3.35
0436-TWFFZ,No,Femenino,0,No,No,67,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Cheque por correo,85.25,5714.2,2.84
0439-IFYUN,No,Femenino,1,No,No,18,Si,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,74.7,1294.6,2.49
0440-EKDCF,No,Masculino,0,Si,No,62,Si,No,DSL,No,Si,Si,Si,No,No,Dos años,Si,Tarjeta de crédito,60.15,3753.2,2.0
0440-MOGPM,No,Femenino,0,No,No,41,Si,Si,DSL,No,Si,Si,No,Si,Si,Un año,Si,Cheque electrónico,80.55,3263.9,2.68
0440-QEXBZ,No,Femenino,0,No,No,44,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,50.15,2139.1,1.67
0440-UEDAI,No,Femenino,0,No,No,53,Si,No,Fibra optica,No,Si,Si,Si,No,Si,Un año,Si,Tarjeta de crédito,94.45,5042.75,3.15
0442-TDYUO,No,Masculino,0,Si,No,48,Si,No,No,No,No,No,No,No,No,Dos años,Si,Cheque por correo,20.05,1036.0,0.67
0442-ZXKVS,No,Femenino,1,Si,No,54,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,115.6,6431.05,3.85
0447-BEMNG,Si,Femenino,0,Si,No,48,No,No,DSL,Si,No,Si,No,No,Si,Mes a mes,Si,Transferencia bancaria,45.3,2145.0,1.51
0447-RXSGD,No,Masculino,0,No,No,24,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria,99.65,2404.85,3.32
0454-OKRCT,No,Masculino,0,No,No,33,Si,No,Fibra optica,No,Si,No,Si,No,No,Dos años,No,Transferencia bancaria,80.6,2651.1,2.69
0455-ENTCR,No,Masculino,0,Si,No,66,Si,Si,DSL,Si,Si,No,Si,Si,Si,Dos años,No,Cheque electrónico,85.25,5538.35,2.84
0455-XFASS,No,Femenino,0,Si,Si,3,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,69.55,200.2,2.32
0458-HEUZG,No,Femenino,0,No,No,13,No,No,DSL,No,No,Si,Si,No,No,Dos años,No,Cheque por correo,35.4,450.4,1.18
0459-SPZHJ,No,Masculino,0,Si,Si,63,Si,Si,DSL,Si,Si,Si,No,Si,Si,Dos años,No,Tarjeta de crédito,83.5,5435.0,2.78
0461-CVKMU,Si,Femenino,0,Si,Si,23,Si,No,Fibra optica,No,Si,Si,Si,No,No,Mes a mes,No,Cheque electrónico,83.8,1900.25,2.79
0463-TXOAK,No,Masculino,0,No,Si,52,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,25.6,1334.5,0.85
0463-WZZKO,No,Masculino,0,No,No,3,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de crédito,20.75,67.1,0.69
0463-ZSDNT,No,Masculino,0,No,No,10,Si,No,DSL,No,No,No,No,No,Si,Mes a mes,Si,Transferencia bancaria,56.75,503.25,1.89
0464-WJTKO,No,Femenino,0,Si,Si,72,Si,No,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,20.1,1460.85,0.67
0468-YRPXN,No,Masculino,0,No,No,29,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mes a mes,Si,Tarjeta de crédito,98.8,2807.1,3.29
0471-ARVMX,No,Femenino,1,Si,No,62,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Un año,Si,Cheque electrónico,104.85,6312.9,3.49
0471-LVHGK,Si,Masculino,0,Si,No,41,Si,Si,DSL,No,No,Si,No,Si,Si,Un año,Si,Cheque electrónico,73.0,3001.2,2.43
0475-RIJEP,Si,Masculino,0,No,No,43,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Cheque electrónico,77.85,3365.85,2.6
0479-HMSWA,No,Femenino,0,No,Si,26,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque electrónico,105.45,2715.3,3.52
0480-BIXDE,No,Femenino,0,Si,No,19,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electrónico,96.8,1743.05,3.23
0480-KYJVA,No,Femenino,0,Si,Si,72,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,24.25,1784.5,0.81
0481-SUMCB,No,Femenino,1,No,No,45,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Un año,Si,Transferencia bancaria,102.15,4735.35,3.4
0484-FFVBJ,No,Masculino,0,No,No,32,Si,No,DSL,No,No,No,No,Si,Si,Un año,Si,Transferencia bancaria,64.85,2010.95,2.16
0484-JPBRU,No,Masculino,0,No,No,41,Si,Si,No,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria,25.25,996.45,0.84
0485-ZBSLN,No,Masculino,0,Si,Si,65,Si,Si,No,No,No,No,No,No,No,Dos años,No,Tarjeta de crédito,24.75,1715.1,0.82
0486-HECZI,Si,Masculino,0,Si,No,55,Si,Si,Fibra optica,Si,Si,No,No,Si,No,Mes a mes,Si,Cheque electrónico,96.75,5238.9,3.22
0486-LGCCH,No,Masculino,0,Si,Si,11,Si,No,No,No,No,No,No,No,No,Dos años,No,Cheque por correo,19.65,225.75,0.65
0487-CRLZF,No,Femenino,0,No,No,49,Si,No,DSL,No,No,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,74.45,3721.9,2.48
0487-RPVUM,No,Masculino,0,Si,No,61,Si,Si,Fibra optica,Si,No,Si,Si,Si,No,Mes a mes,No,Transferencia bancaria,99.4,5943.65,3.31
0487-VVUVK,No,Masculino,0,Si,Si,25,Si,No,No,No,No,No,No,No,No,Mes a mes,Si,Cheque por correo,19.15,477.6,0.64
0488-GSLFR,Si,Femenino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,69.5,69.5,2.32
0489-WMEMG,No,Femenino,0,No,Si,23,Si,No,DSL,No,No,No,Si,No,No,Un año,Si,Cheque electrónico,49.45,1119.35,1.65
0491-KAPQG,No,Masculino,0,No,No,21,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electrónico,73.7,1558.7,2.46
0495-RVCBF,Si,Femenino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electrónico,79.7,79.7,2.66
0495-ZBNGW,Si,Masculino,1,Si,No,5,Si,Si,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Transferencia bancaria,79.9,343.95,2.66
0496-AHOOK,No,Masculino,0,Si,No,24,Si,No,DSL,Si,No,No,Si,Si,Si,Un año,No,Transferencia bancaria,74.4,1712.9,2.48
0504-HHAPI,Si,Femenino,1,No,No,27,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mes a mes,No,Tarjeta de crédito,88.3,2467.75,2.94
0505-SPOOW,No,Femenino,0,Si,No,70,Si,No,No,No,No,No,No,No,No,Dos años,No,Transferencia bancaria,19.8,1397.65,0.66
0506-LVNGN,Si,Femenino,1,No,No,5,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Tarjeta de crédito,75.55,349.65,2.52
